id_servico,id_cliente,tipo_servico,subtipo,descricao_detalhada,unidade_medida,quantidade,valor_unitario_aplicado,valor_total,data_execucao,status
557,304,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para quarto principal, imóvel residencial.",metro linear,24.94,20.0,498.8,2024-11-24,concluído
558,269,Gesso Liso,Parede de Tijolo,"Gesso Liso - sala de estar, conforme orçamento aprovado.",metro quadrado,50.97,30.0,1529.1,2024-11-26,concluído
559,221,Moldura de Gesso,7cm,Execução de moldura de gesso em corredor.,metro linear,22.21,12.0,266.52,2024-04-11,concluído
560,311,Gesso 3D,,Execução de gesso 3d em cozinha.,metro quadrado,65.03,180.0,11705.4,2024-05-24,concluído
561,100,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para corredor, imóvel residencial.",metro quadrado,4.54,20.0,90.8,2024-07-27,concluído
562,62,Sanca,,"Sanca - galpão industrial, conforme orçamento aprovado.",metro linear,19.44,95.0,1846.8,2026-06-04,concluído
563,168,Moldura de Gesso,7cm,Execução de moldura de gesso em galpão industrial.,metro linear,8.8,12.0,105.6,2026-01-23,concluído
564,267,Gesso 3D,,"Serviço de gesso 3d solicitado para escritório, imóvel residencial.",metro quadrado,29.72,180.0,5349.6,2026-06-17,concluído
565,101,Divisória Drywall,,"Divisória Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,25.49,134.34,3424.33,2024-10-16,concluído
566,252,Forro Drywall,,"Serviço de forro drywall solicitado para escritório, imóvel residencial.",metro quadrado,49.18,95.0,4672.1,2025-03-04,concluído
567,154,Boiserie,,Execução de boiserie em corredor.,metro linear,34.11,150.0,5116.5,2025-05-16,concluído
568,148,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para quarto principal, imóvel residencial.",metro linear,18.52,20.0,370.4,2025-03-11,concluído
569,248,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para recepção da loja, imóvel residencial.",metro linear,34.08,15.0,511.2,2025-12-04,concluído
570,201,Forro Drywall,,"Serviço de forro drywall solicitado para sala de estar, imóvel residencial.",metro quadrado,69.53,95.0,6605.35,2024-02-25,concluído
571,275,Moldura de Gesso,20cm,Execução de moldura de gesso em sala de estar.,metro linear,10.63,,,2025-09-20,concluído
572,181,Forro Drywall,,"Forro Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,66.11,95.0,6280.45,2025-06-15,concluído
573,192,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para sala comercial, imóvel residencial.",metro linear,15.27,16.28,248.6,2024-02-06,concluído
574,13,Divisória Drywall,,"Divisória Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,22.63,130.0,2941.9,2024-10-05,concluído
575,40,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para quarto principal, imóvel residencial.",metro linear,5.73,19.08,109.33,2024-01-16,concluído
576,160,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para corredor, imóvel residencial.",metro quadrado,67.57,27.77,1876.42,2025-04-14,concluído
577,288,Boiserie,,"Boiserie - recepção da loja, conforme orçamento aprovado.",m linear,13.31,150.0,1996.5,2025-06-02,concluído
578,296,Forro Drywall,,Execução de forro drywall em cozinha.,metro quadrado,82.99,95.0,7884.05,2025-01-13,concluído
579,251,Divisória Drywall,,"Serviço de divisória drywall solicitado para escritório, imóvel residencial.",metro quadrado,52.07,130.0,6769.1,2026-05-08,concluído
580,173,Forro Drywall,,"Forro Drywall - sala comercial, conforme orçamento aprovado.",m2,71.58,95.0,6800.1,2025-09-05,concluído
581,121,Boiserie,,"Serviço de boiserie solicitado para recepção da loja, imóvel residencial.",metro linear,14.91,150.0,2236.5,2026-05-29,concluído
582,267,Sanca,,"Sanca - cozinha, conforme orçamento aprovado.",m linear,30.68,95.0,2914.6,2026-09-22,orçado
583,281,Moldura de Gesso,7cm,"Serviço de moldura de gesso solicitado para galpão industrial, imóvel residencial.",metro linear,0.0,12.0,,2024-10-28,concluído
584,149,Divisória Drywall,,"Divisória Drywall - escritório, conforme orçamento aprovado.",metro quadrado,46.38,130.0,6029.4,2026-01-01,concluído
585,70,Moldura de Gesso,15cm,Execução de moldura de gesso em sala de estar.,metro linear,9.08,17.0,154.36,2024-11-21,concluído
586,235,Sanca,,Execução de sanca em galpão industrial.,metro linear,15.25,95.0,1448.75,2024-06-09,concluído
587,219,Moldura de Gesso,15cm,Execução de moldura de gesso em escritório.,metro linear,24.63,17.0,418.71,2025-02-16,Concluido
588,92,Divisória Drywall,,"Divisória Drywall - área externa, conforme orçamento aprovado.",metro quadrado,25.3,129.59,3278.63,2026-02-23,concluído
589,243,Gesso Liso,Parede Pintada,Execução de gesso liso em cozinha.,metro quadrado,0.0,22.0,,2024-08-09,concluído
590,27,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para sala comercial, imóvel residencial.",metro linear,8.07,20.0,161.4,2025-04-28,concluído
591,268,Forro Drywall,,"Forro Drywall - cozinha, conforme orçamento aprovado.",metro quadrado,29.67,95.0,2818.65,2024-08-07,CONCLUÍDO
592,129,Gesso Liso,Parede Pintada,Execução de gesso liso em galpão industrial.,metro quadrado,59.51,22.0,1309.22,2024-12-22,concluído
593,98,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para galpão industrial, imóvel residencial.",metro linear,17.15,17.05,292.41,2025-03-28,concluído
594,7,Gesso Liso,Parede Rebocada,"Gesso Liso - fachada comercial, conforme orçamento aprovado.",metro quadrado,53.15,20.0,1063.0,2025-05-05,concluído
595,242,Moldura de Gesso,20cm,Execução de moldura de gesso em quarto principal.,metro linear,39.9,20.0,798.0,2025-04-29,concluído
596,91,Moldura de Gesso,7cm,"Moldura de Gesso - galpão industrial, conforme orçamento aprovado.",metro linear,35.22,12.0,422.64,2026-05-16,concluído
597,336,Moldura de Gesso,15cm,"Moldura de Gesso - galpão industrial, conforme orçamento aprovado.",metro linear,25.72,18.05,464.25,2024-11-20,Concluido
598,343,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para escritório, imóvel residencial.",metro linear,5.27,15.08,79.47,2024-09-30,concluído
599,2,Moldura de Gesso,7cm,Execução de moldura de gesso em corredor.,metro linear,14.51,12.0,174.12,2025-04-22,concluído
600,163,Sanca,,"Sanca - escritório, conforme orçamento aprovado.",metro linear,24.87,99.48,2474.07,2024-08-10,concluído
601,98,Moldura de Gesso,20cm,Execução de moldura de gesso em galpão industrial.,metro linear,30.65,20.0,613.0,2025-01-23,concluído
602,152,Divisória Drywall,,"Divisória Drywall - corredor, conforme orçamento aprovado.",metro quadrado,25.01,130.0,3251.3,2024-12-29,concluído
603,300,Sanca,,"Sanca - fachada comercial, conforme orçamento aprovado.",metro linear,17.27,95.0,1640.65,2025-12-20,concluído
604,138,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para cozinha, imóvel residencial.",metro quadrado,11.35,20.0,227.0,2025-04-23,concluído
605,194,forro drywall,,"Serviço de forro drywall solicitado para recepção da loja, imóvel residencial.",metro quadrado,57.32,95.0,5445.4,2024-04-17,concluído
606,184,Sanca,,"Serviço de sanca solicitado para recepção da loja, imóvel residencial.",metro linear,14.33,95.0,1361.35,2024-01-23,concluído
607,192,Divisória Drywall,,"Serviço de divisória drywall solicitado para sala comercial, imóvel residencial.",metro quadrado,52.68,130.0,6848.4,2024-02-11,CONCLUÍDO
608,206,Boiserie,,"Boiserie - escritório, conforme orçamento aprovado.",metro linear,24.94,150.0,3741.0,2024-11-03,Concluido
609,171,Sanca,,"Sanca - cozinha, conforme orçamento aprovado.",metro linear,32.18,95.0,3057.1,2026-03-22,concluído
610,155,Moldura de Gesso,20cm,Execução de moldura de gesso em galpão industrial.,metro linear,14.38,19.18,275.81,2026-01-11,concluído
611,202,Forro Drywall,,Execução de forro drywall em recepção da loja.,metro quadrado,60.6,95.0,5757.0,2026-05-01,concluído
612,145,Forro Drywall,,"Forro Drywall - área externa, conforme orçamento aprovado.",metro quadrado,70.4,95.0,6688.0,2025-02-07,concluído
613,186,Divisória Drywall,,Execução de divisória drywall em corredor.,metro quadrado,31.53,130.0,4098.9,2026-02-08,concluído
614,197,Sanca,,"Serviço de sanca solicitado para recepção da loja, imóvel residencial.",metro linear,27.2,95.0,2584.0,2025-01-31,concluído
615,239,Moldura de Gesso,15cm,"Moldura de Gesso - área externa, conforme orçamento aprovado.",m linear,32.83,17.24,565.99,2025-02-18,concluído
616,206,Forro Drywall,,"Serviço de forro drywall solicitado para corredor, imóvel residencial.",metro quadrado,38.22,95.0,3630.9,2026-01-29,concluído
617,187,Moldura de Gesso,15cm,"Moldura de Gesso - galpão industrial, conforme orçamento aprovado.",metro linear,7.13,17.0,121.21,2026-02-16,concluído
618,315,Divisória Drywall,,"Divisória Drywall - sala de estar, conforme orçamento aprovado.",metro quadrado,62.94,130.0,8182.2,2024-10-15,concluído
619,152,Forro Drywall,,"Serviço de forro drywall solicitado para sala de estar, imóvel residencial.",m2,66.11,95.0,6280.45,2024-10-27,concluído
620,203,Gesso Liso,Parede Rebocada,"Gesso Liso - galpão industrial, conforme orçamento aprovado.",metro quadrado,24.14,20.0,482.8,2026-01-14,concluído
621,269,Gesso 3D,,"Gesso 3D - quarto principal, conforme orçamento aprovado.",metro quadrado,50.09,180.0,9016.2,2024-02-09,concluído
622,155,Gesso 3D,,Execução de gesso 3d em recepção da loja.,metro quadrado,38.22,,,2024-09-20,concluído
623,316,Boiserie,,"Boiserie - recepção da loja, conforme orçamento aprovado.",metro linear,22.02,150.0,3303.0,2026-03-29,concluído
624,24,Divisória Drywall,,"Serviço de divisória drywall solicitado para cozinha, imóvel residencial.",metro quadrado,52.97,130.0,6886.1,2024-10-06,concluído
625,163,Boiserie,,"Boiserie - corredor, conforme orçamento aprovado.",metro linear,6.59,150.0,988.5,2024-08-14,concluído
626,244,Gesso Liso,Parede Rebocada,"Gesso Liso - corredor, conforme orçamento aprovado.",metro quadrado,79.32,20.0,1586.4,2024-12-20,concluído
627,207,Forro Drywall,,"Serviço de forro drywall solicitado para sala comercial, imóvel residencial.",metro quadrado,6.61,,,2025-10-08,concluído
628,240,Forro Drywall,,"Serviço de forro drywall solicitado para fachada comercial, imóvel residencial.",metro quadrado,6.39,95.0,607.05,2024-12-26,concluído
629,276,Forro Drywall,,"Forro Drywall - cozinha, conforme orçamento aprovado.",metro quadrado,14.67,83.05,1218.34,2024-08-11,concluído
630,181,Gesso Liso,Parede Rebocada,"Gesso Liso - galpão industrial, conforme orçamento aprovado.",metro quadrado,64.85,20.0,1297.0,2024-11-23,concluído
631,254,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para sala comercial, imóvel industrial.",metro linear,31.0,,,2024-06-09,Concluido
632,51,Gesso Liso,Parede Pintada,Execução de gesso liso em área externa.,m2,35.05,,,2025-02-24,concluído
633,12,moldura de gesso,7cm,"Moldura de Gesso - área externa, conforme orçamento aprovado.",metro linear,15.03,12.0,180.36,2025-04-28,concluído
634,99,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para escritório, imóvel residencial.",metro quadrado,72.88,20.0,1457.6,2026-06-14,concluído
635,296,Sanca,,"Serviço de sanca solicitado para quarto principal, imóvel industrial.",metro linear,20.06,95.0,1905.7,2024-09-04,concluído
636,126,Gesso 3D,,Execução de gesso 3d em corredor.,metro quadrado,41.44,180.0,7459.2,2024-02-03,concluído
637,276,Boiserie,,"Serviço de boiserie solicitado para sala de estar, imóvel residencial.",metro linear,7.48,150.0,1122.0,2025-06-30,concluído
638,21,Moldura de Gesso,7cm,"Moldura de Gesso - fachada comercial, conforme orçamento aprovado.",metro linear,16.44,12.0,197.28,2025-10-27,concluído
639,87,Sanca,,"Sanca - quarto principal, conforme orçamento aprovado.",metro linear,16.56,95.0,1573.2,2024-09-05,concluído
640,134,Divisória Drywall,,"Serviço de divisória drywall solicitado para cozinha, imóvel residencial.",metro quadrado,31.74,130.0,4126.2,2025-04-06,concluído
641,289,Moldura de Gesso,20cm,"Moldura de Gesso - fachada comercial, conforme orçamento aprovado.",metro linear,16.42,,,2024-06-11,concluído
642,197,Gesso Liso,Parede de Tijolo,"Gesso Liso - sala comercial, conforme orçamento aprovado.",metro quadrado,24.84,29.87,741.97,2024-05-31,concluído
643,330,Boiserie,,"Serviço de boiserie solicitado para sala comercial, imóvel residencial.",metro linear,8.77,150.0,1315.5,2025-01-18,concluído
644,34,Sanca,,"Serviço de sanca solicitado para escritório, imóvel residencial.",metro linear,15.67,95.0,1488.65,2024-10-11,concluído
645,7,Gesso Liso,Parede Pintada,"Gesso Liso - quarto principal, conforme orçamento aprovado.",metro quadrado,72.04,21.58,1554.62,2024-08-21,concluído
646,274,Gesso Liso,Parede Rebocada,Execução de gesso liso em fachada comercial.,metro quadrado,72.58,20.0,1451.6,2026-03-28,concluído
647,126,Gesso Liso,Parede Pintada,Execução de gesso liso em quarto principal.,metro quadrado,22.5,22.0,495.0,2025-09-15,concluído
648,117,Sanca,,Execução de sanca em quarto principal.,metro linear,12.03,95.0,1142.85,2024-04-10,concluído
649,52,Forro Drywall,,Execução de forro drywall em corredor.,metro quadrado,47.93,95.0,4553.35,2025-08-05,concluído
650,234,Gesso Liso,Parede Pintada,"Gesso Liso - sala comercial, conforme orçamento aprovado.",metro quadrado,84.37,22.0,1856.14,2024-10-04,concluído
651,128,Moldura de Gesso,20cm,"Moldura de Gesso - corredor, conforme orçamento aprovado.",metro linear,15.62,20.0,312.4,2025-10-02,concluído
652,34,Divisória Drywall,,Execução de divisória drywall em cozinha.,metro quadrado,65.6,130.0,8528.0,2026-06-01,concluído
653,257,Divisória Drywall,,Execução de divisória drywall em cozinha.,metro quadrado,28.74,130.0,3736.2,2025-12-02,concluído
654,81,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para fachada comercial, imóvel residencial.",metro linear,25.57,,,2025-04-30,concluído
655,156,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para recepção da loja, imóvel residencial.",metro linear,16.72,21.15,353.63,2024-11-18,concluído
656,331,Forro Drywall,,"Serviço de forro drywall solicitado para galpão industrial, imóvel residencial.",metro quadrado,69.24,81.21,5622.98,2025-12-22,concluído
657,287,Forro Drywall,,"Forro Drywall - galpão industrial, conforme orçamento aprovado.",metro quadrado,63.86,95.0,6066.7,2025-03-26,Concluido
658,24,Boiserie,,Execução de boiserie em recepção da loja.,metro linear,31.91,,,2025-12-24,concluído
659,190,Divisória Drywall,,Execução de divisória drywall em recepção da loja.,metro quadrado,39.49,130.0,5133.7,2026-06-20,concluído
660,288,Gesso Liso,Parede de Tijolo,Execução de gesso liso em sala de estar.,metro quadrado,11.13,30.0,333.9,2026-02-20,concluído
661,161,Gesso Liso,Parede Pintada,"Gesso Liso - galpão industrial, conforme orçamento aprovado.",metro quadrado,81.53,22.81,1859.7,2024-08-07,concluído
662,12,Gesso Liso,Parede de Tijolo,"Gesso Liso - sala comercial, conforme orçamento aprovado.",m2,15.36,30.0,460.8,2026-04-05,concluído
663,259,Sanca,,"Sanca - área externa, conforme orçamento aprovado.",metro linear,35.3,95.0,3353.5,2024-10-16,concluído
664,263,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para recepção da loja, imóvel industrial.",metro quadrado,72.55,,,2025-09-16,concluído
665,78,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para recepção da loja, imóvel industrial.",metro linear,27.07,20.0,541.4,2024-12-13,concluído
666,200,Sanca,,"Sanca - sala comercial, conforme orçamento aprovado.",metro linear,3.7,95.0,351.5,2024-09-22,Concluido
667,182,Moldura de Gesso,15cm,Execução de moldura de gesso em sala de estar.,metro linear,36.05,17.0,612.85,2024-07-12,concluído
668,36,Gesso Liso,Parede Rebocada,Execução de gesso liso em escritório.,metro quadrado,30.52,20.0,610.4,2024-08-01,concluído
669,226,Sanca,,Execução de sanca em corredor.,metro linear,7.56,95.0,718.2,2026-06-07,concluído
670,64,Forro Drywall,,"Serviço de forro drywall solicitado para área externa, imóvel residencial.",metro quadrado,11.52,97.96,1128.5,2024-05-04,concluído
671,47,Divisória Drywall,,Execução de divisória drywall em recepção da loja.,m2,68.78,130.0,8941.4,2024-04-24,Concluido
672,34,Gesso 3D,,"Serviço de gesso 3d solicitado para corredor, imóvel residencial.",metro quadrado,39.17,180.0,7050.6,2025-12-19,concluído
673,24,Moldura de Gesso,20cm,Execução de moldura de gesso em sala de estar.,metro linear,8.21,20.0,164.2,2024-05-11,concluído
674,191,Gesso Liso,Parede Pintada,Execução de gesso liso em cozinha.,metro quadrado,54.02,22.0,1188.44,2024-06-27,Concluido
675,105,sanca,,Execução de sanca em corredor.,m linear,14.32,87.05,1246.56,2024-11-24,concluído
676,194,Sanca,,"Serviço de sanca solicitado para quarto principal, imóvel residencial.",metro linear,31.21,95.0,2964.95,2024-04-12,concluído
677,275,Forro Drywall,,"Forro Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,39.67,80.77,3204.15,2025-05-02,concluído
678,253,Sanca,,"Sanca - quarto principal, conforme orçamento aprovado.",metro linear,30.7,95.0,2916.5,2024-08-12,concluído
